City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,santa cruz,-17.8,-63.1667,32.03,55,20,6.17,BO,1699916266
276,castillos,-34.1667,-53.8333,15.37,88,100,4.39,UY,1699916322
277,la passe,45.5549,-0.8967,17.13,95,100,6.33,FR,1699915979
278,yazman,29.1212,71.7446,20.39,36,100,2.83,PK,1699916324
279,khandyga,62.6667,135.6,-33.18,100,67,1.28,RU,1699916289
280,salalah,17.0151,54.0924,26.69,69,25,0.94,OM,1699916326
281,launceston,-41.45,147.1667,17.31,51,60,3.09,AU,1699916327
282,vila franca do campo,37.7167,-25.4333,19.23,99,100,1.57,PT,1699916163
283,horta,38.5333,-28.6333,15.01,91,100,1.34,PT,1699916153
284,murmashi,68.8154,32.8115,-7.77,92,100,1,RU,1699916330
285,kayangel,8.0823,134.7173,29.12,76,99,7.89,PW,1699916004
286,say,13.1007,2.3689,28.31,13,5,4.32,NE,1699916332
287,cururupu,-1.8283,-44.8683,24.88,83,32,2.18,BR,1699916333
288,kristiansund,63.1115,7.732,0.36,69,1,3.09,NO,1699916121
289,kruisfontein,-34.0033,24.7314,13.28,82,81,4.14,ZA,1699916248
290,machico,32.7,-16.7667,22.06,82,75,2.57,PT,1699916335
291,rumoi,43.9344,141.6428,0.83,86,94,3,JP,1699916336
292,samux,40.7647,46.4085,12.56,94,40,2.06,AZ,1699916338
293,punta arenas,-53.15,-70.9167,5.06,60,79,10.29,CL,1699916172
294,qamdo,31.1667,97.2333,-6.42,56,2,1.6,CN,1699916339
295,dihok,36.8695,42.994,17.86,44,13,2.03,IQ,1699916340
296,timimoun,29.2639,0.231,20.21,18,0,2.06,DZ,1699916341
297,parun,35.4207,70.9221,-2.74,40,0,4.84,AF,1699916342
298,northam,51.0333,-4.2167,12.56,91,39,10.96,GB,1699916343
299,sultanah,24.4926,39.5857,26.25,29,20,1.54,SA,1699916344
300,luwuk,-0.9516,122.7875,27.84,74,59,0.7,ID,1699916144
301,misratah,32.3754,15.0925,22.37,68,40,6.91,LY,1699916346
302,rongelap,11.1635,166.8941,28.05,84,100,7.83,MH,1699916341
303,kiselevsk,53.99,86.6621,0.43,98,100,5.02,RU,1699916348
304,tralee,52.2704,-9.7026,11.05,87,78,8.34,IE,1699916160
305,lata,40.1629,-8.3327,16.07,94,43,1.57,PT,1699916349
306,trail,49.0998,-117.7022,9.82,94,100,1.59,CA,1699916114
307,san antonio de pale,-1.4014,5.6325,26.37,82,63,4.04,GQ,1699916203
308,broken hill,-31.95,141.4333,19.14,36,100,6.14,AU,1699916134
309,antonio enes,-16.2325,39.9086,25.21,79,83,3.68,MZ,1699916353
310,karabar,-35.3753,149.2308,21.92,65,97,2.06,AU,1699916354
311,garden city,42.3256,-83.331,14.01,35,0,9.77,US,1699916168
312,salina cruz,16.1667,-95.2,30.12,57,95,10.04,MX,1699916356
313,santiago,-33.4569,-70.6483,21.69,37,0,4.12,CL,1699915708
314,lubang,13.8584,120.124,26.76,84,97,11.69,PH,1699916358
315,fada,9.5667,8.3,21.93,53,76,1.66,NG,1699916360
316,annaba,36.9,7.7667,14.98,94,0,1.54,DZ,1699916253
317,ulladulla,-35.35,150.4667,23.76,65,66,2.45,AU,1699916362
318,scinawa,51.4163,16.4251,7.17,76,100,8.96,PL,1699916363
319,danane,7.2596,-8.155,22.83,76,35,0.64,CI,1699916364
320,virginia,37.5481,-77.4467,11.25,70,40,3.09,US,1699916069
321,tianchang,37.9981,114.0156,2.96,42,1,2.41,CN,1699916365
322,syumsi,57.1111,51.6149,6.12,92,100,5.56,RU,1699916366
323,kapa'a,22.0752,-159.319,29.99,70,75,7.2,US,1699916083
324,ishioka,36.1833,140.2667,9.24,86,20,0.51,JP,1699916368
325,ad dabbah,18.05,30.95,27.84,33,84,5.35,SD,1699916369
326,uruzgan,32.8333,66,8.17,27,0,0.56,AF,1699916370
327,kuta,-8.7233,115.1723,26.97,88,75,1.03,ID,1699916330
328,sferracavallo,42.726,12.0956,15.8,94,100,2.13,IT,1699916372
329,aykhal,66,111.5,-9.52,93,100,5.26,RU,1699916172
330,fruita,39.1589,-108.729,16.64,20,0,2.06,US,1699916374
331,sovetskaya gavan',48.9723,140.2878,-8.83,81,42,4.62,RU,1699916375
332,batalha,-9.6778,-37.1247,25.84,62,49,5.37,BR,1699916376
333,dorchester,33.1002,-80.3831,15.55,85,0,0,US,1699916377
334,ambovombe,-25.1667,46.0833,21.41,79,79,2.54,MG,1699916281
335,santana,-0.0583,-51.1817,31.1,70,40,4.12,BR,1699916379
336,thinadhoo,0.5333,72.9333,27.52,79,97,3.48,MV,1699916162
337,beyneu,45.3167,55.2,8.36,43,34,8.92,KZ,1699916132
338,callao,-12.0667,-77.15,21.16,73,20,2.57,PE,1699916131
339,paraty,-23.2178,-44.7131,27.29,77,80,0.45,BR,1699916382
340,shirgaon,19.7,72.7,24.81,47,59,2.18,IN,1699916383
341,eirunepe,-6.6603,-69.8736,26.95,80,98,0.95,BR,1699916384
342,nambucca heads,-30.65,153,25.09,70,2,2.82,AU,1699916386
343,sale,34.0389,-6.8166,22.02,100,40,0,MA,1699916235
344,maintirano,-18.0667,44.0167,24.95,73,0,2.88,MG,1699916388
345,kailua-kona,19.6406,-155.9956,30.15,66,40,4.12,US,1699916282
346,pitimbu,-7.4706,-34.8086,26.33,77,82,4.04,BR,1699916389
347,tegueste,28.5167,-16.3167,21.48,45,0,2.24,ES,1699916390
348,safotu,-13.4513,-172.4018,28.86,79,83,2.63,WS,1699916391
349,hadibu,12.65,54.0333,26.21,87,98,4.24,YE,1699916392
350,batangafo,7.3008,18.2833,23.01,90,98,0.9,CF,1699916393
351,gaspe,48.8334,-64.4819,0.12,74,100,2.06,CA,1699916393
352,mezhdurechenskiy,59.6,65.9333,0.21,98,100,5.15,RU,1699916263
353,shalqar,47.8333,59.6,5.24,81,100,6.15,KZ,1699916395
354,cocentaina,38.7398,-0.4398,15.94,65,3,2.95,ES,1699916396
355,la rioja,42.25,-2.5,8.88,83,41,3.45,ES,1699916396
356,lorengau,-2.0226,147.2712,27.61,80,76,2.36,PG,1699916161
357,rexburg,43.826,-111.7897,13.57,32,62,0.45,US,1699916397
358,brokopondo,4.75,-55.1667,28.85,56,56,4.71,SR,1699916227
359,kone,-21.0595,164.8658,26.86,41,24,2.46,NC,1699916281
360,guadalupe victoria,32.2869,-115.105,27.99,13,58,2.06,MX,1699916400
361,khorramabad,33.4878,48.3558,8.79,57,0,2.06,IR,1699916402
362,louis trichardt,-23.0439,29.9032,15.61,92,24,5.64,ZA,1699916428
363,kota,25.1833,75.8333,20.2,44,100,2.08,IN,1699916444
364,visby,57.6409,18.296,2.12,93,100,1.03,SE,1699916446
365,susuman,62.7833,148.1667,-30.06,94,17,1.73,RU,1699916448
366,mangalia,43.8,28.5833,7.2,50,0,3.36,RO,1699916449
367,piet retief,-27.0071,30.8132,11.46,98,100,2.24,ZA,1699916450
368,chonchi,-42.6128,-73.8092,7.56,73,59,2.84,CL,1699916089
369,utrik,11.2278,169.8474,28.16,82,72,8.11,MH,1699916218
370,mejit,10.2753,170.8646,28.04,81,81,8.64,MH,1699915988
371,canitas de felipe pescador,23.6,-102.7167,16.22,71,98,4.29,MX,1699916454
372,verkhnevilyuysk,63.4453,120.3167,-15.07,97,100,1.97,RU,1699916455
373,immokalee,26.4187,-81.4173,25.51,94,100,3.6,US,1699916405
374,san luis de la loma,17.2706,-100.8939,29.22,76,21,3.13,MX,1699916374
375,vadso,70.0744,29.7487,-8.91,86,75,7.2,NO,1699915913
376,selfoss,63.9331,-20.9971,2.27,62,50,6.35,IS,1699916458
377,moose jaw,50.4001,-105.5344,8.14,49,100,2.57,CA,1699916424
378,kupang,-10.1667,123.5833,28.32,74,20,1.03,ID,1699916460
379,bonthe,7.5264,-12.505,26.77,83,100,2.04,SL,1699916461
380,boende,-0.2167,20.8667,22.01,98,82,0.57,CD,1699916462
381,luanda,-8.8368,13.2343,27,83,75,5.14,AO,1699916280
382,puerto ayacucho,5.6639,-67.6236,26.94,84,53,2.2,VE,1699916165
383,rio grande,-32.035,-52.0986,20.06,95,100,5.94,BR,1699916129
384,enewetak,11.3474,162.3373,28.4,80,96,8.33,MH,1699916334
385,lakeview,42.432,-75.8655,4.97,82,82,1.94,US,1699916467
386,waingapu,-9.6567,120.2641,27.55,77,97,1.22,ID,1699916215
387,mandal,25.45,74.5667,17.98,41,98,0.9,IN,1699916399
388,butterworth,5.3991,100.3638,26.02,92,20,1.03,MY,1699916470
389,jequitinhonha,-16.4339,-41.0033,29.37,45,5,2.99,BR,1699916471
390,malabo,3.75,8.7833,24.92,100,40,1.54,GQ,1699916472
391,suva,-18.1416,178.4415,25.71,94,75,4.63,FJ,1699916473
392,mulayjah,27.271,48.4242,24.01,60,0,2.49,SA,1699916474
393,tiruchchendur,8.4833,78.1167,25.44,87,100,6.35,IN,1699916475
394,sandnessjoen,66.0217,12.6316,-11.71,70,11,4.58,NO,1699916476
395,yamada,39.4667,141.95,6.88,70,31,1.72,JP,1699916477
396,rabo de peixe,37.8,-25.5833,18.73,99,40,2.57,PT,1699916478
397,alta,69.9689,23.2717,-11.41,79,75,2.06,NO,1699916479
398,basoko,1.2391,23.616,22.17,95,81,0.7,CD,1699916480
399,superior,46.7208,-92.1041,9.94,45,0,1.54,US,1699916205
400,vohenstrauss,49.6238,12.3381,11.61,87,100,7.44,DE,1699916482
401,nikolayevsk-on-amure,53.1406,140.73,-8.94,95,98,2.25,RU,1699916484
402,amahai,-3.3333,128.9167,27.11,82,81,0.73,ID,1699916270
403,montepuez,-13.1256,38.9997,21.39,89,75,1.69,MZ,1699916486
404,bukama,-9.2,25.85,20.88,98,100,2,CD,1699916488
405,alice springs,-23.7,133.8833,28.75,20,15,6.69,AU,1699916152
406,dongola,19.1667,30.4833,27.98,31,98,6.2,SD,1699916490
407,nagqu,31.5,92,-7.83,39,72,1.83,CN,1699916112
408,atar,20.5169,-13.0499,28.07,16,15,4.29,MR,1699916494
409,udaipura,23.0833,78.5,16.71,60,22,2.54,IN,1699916495
410,ust-tsilma,65.441,52.1498,-5.22,95,100,1.34,RU,1699916496
411,yuzhno-kurilsk,44.0306,145.8556,2.43,80,100,8.94,RU,1699916473
412,caleta de carquin,-11.0925,-77.6267,20.46,83,80,4.31,PE,1699916500
413,ocosingo,17.0667,-92.25,18.83,98,68,0.9,MX,1699916500
414,tambovka,50.0969,128.0489,-14.45,90,15,2.24,RU,1699916501
415,geraldton,-28.7667,114.6,21.23,83,100,4.12,AU,1699916502
416,angola,-12.5,18.5,16.94,88,100,0.74,AO,1699916503
417,cromwell,41.5951,-72.6454,6.32,67,75,1.54,US,1699916504
418,lazaro cardenas,17.9583,-102.2,29.35,74,38,3.45,MX,1699916505
419,jipijapa,-1.3333,-80.5833,24.72,74,88,2.32,EC,1699916506
420,ta`u,-14.2336,-169.5144,28.1,81,85,5.4,AS,1699916398
421,isafjordur,66.0755,-23.124,1.57,84,82,3.52,IS,1699915971
422,kondopoga,62.2057,34.2614,0.41,94,100,3.15,RU,1699916509
423,namsos,64.4662,11.4957,-1.05,69,100,4.63,NO,1699916509
424,krems an der donau,48.4092,15.6142,14.38,96,100,6.98,AT,1699916510
425,masterton,-40.9597,175.6575,17.16,44,71,4.73,NZ,1699916236
426,tahe,52.3333,124.7333,-11.94,86,45,0.97,CN,1699916512
427,santa ana,33.7456,-117.8678,27.56,35,75,4.63,US,1699916495
428,nadym,65.5333,72.5167,-18.12,98,41,2.36,RU,1699916364
429,zhosaly,45.4878,64.0781,4.67,66,94,5.19,KZ,1699916516
430,tofol,5.3248,163.0078,30.88,70,75,6.17,FM,1699916228
431,pedro escobedo,20.5,-100.1333,20.4,58,41,5.35,MX,1699916518
432,mayya,61.7333,130.2811,-30.38,100,91,1.55,RU,1699916519
433,shimoda,34.6667,138.95,13.87,60,89,1.03,JP,1699916520
434,guiuan,11.0333,125.7247,28.01,81,98,5.1,PH,1699916521
435,general pico,-35.6566,-63.7568,15.49,46,60,0.89,AR,1699916522
436,walker,30.7335,-95.5669,16.71,82,100,2.57,US,1699916524
437,los altos,37.3852,-122.1141,23.15,57,0,4.63,US,1699916525
438,rodolfo sanchez taboada,31.7167,-116.5667,18.39,71,88,1.34,MX,1699916526
439,kyzylorda,44.8528,65.5092,1.01,80,0,5,KZ,1699916528
440,nova russas,-4.7067,-40.5631,31.31,26,50,1.13,BR,1699916529
441,phrai bueng,14.7483,104.3626,24.5,95,62,2.48,TH,1699916530
442,rasht,37.2808,49.5832,16.18,85,5,1.32,IR,1699916531
443,pisco,-13.7,-76.2167,22.03,73,0,7.72,PE,1699916532
444,ishigaki,24.3448,124.1572,22.07,64,100,5.66,JP,1699916533
445,barra de santo antonio,-9.4047,-35.5072,24.6,84,21,4.18,BR,1699916534
446,lamu,-2.2717,40.902,25.12,84,14,3.21,KE,1699916536
447,greymouth,-42.4667,171.2,14.16,96,100,7.46,NZ,1699916159
448,berezovyy,51.6667,135.7,-10.17,72,8,1.31,RU,1699916538
449,tura,25.5198,90.2201,18.1,83,5,1.42,IN,1699916365
450,cidreira,-30.1811,-50.2056,20.22,97,100,1.83,BR,1699916346
451,brandon,27.9378,-82.2859,24.18,86,100,4.47,US,1699916541
452,morant bay,17.8815,-76.4093,31.79,83,8,4.85,JM,1699916542
453,macclenny,30.2822,-82.1221,17.01,92,100,0.45,US,1699916543
454,elliot lake,46.3834,-82.6331,2.98,82,97,4.81,CA,1699916544
455,canutama,-6.5339,-64.3831,29.57,60,99,0.51,BR,1699916545
456,kuanda,56.3161,116.0806,-16.25,88,39,0.59,RU,1699916546
457,loikaw,19.6742,97.2094,17.73,96,100,0.6,MM,1699916547
458,chatillon-sur-seine,47.8585,4.5738,12.7,88,100,7.76,FR,1699916548
459,patterson,37.4716,-121.1297,23.95,46,66,3.39,US,1699916295
460,al fuwayliq,26.4432,43.2534,22.73,39,45,3.33,SA,1699916550
461,ione,38.3527,-120.9327,23.63,34,99,2.06,US,1699916411
462,brookings,44.3114,-96.7984,13.39,43,32,2.68,US,1699916136
463,afif,23.9065,42.9172,21.88,35,100,5.66,SA,1699916288
464,suomussalmi,64.8869,28.9078,-7.92,91,100,3.62,FI,1699916555
465,ma'rib,15.4591,45.3253,21.84,41,39,1.93,YE,1699916556
466,yangjiang,21.85,111.9667,16.42,75,87,4.08,CN,1699916556
467,antsohihy,-14.8796,47.9875,25.29,82,25,0.73,MG,1699916557
468,lenti,46.624,16.5386,11.6,81,96,3.73,HU,1699916558
469,katsuren-haebaru,26.3369,127.8719,20.78,59,75,3.09,JP,1699916559
470,la tuque,47.4334,-72.7824,0.14,64,84,1.54,CA,1699916349
471,rikaze,29.25,88.8833,-1.56,67,26,1.5,CN,1699916562
472,peniche,39.3558,-9.3811,16.98,91,61,3.91,PT,1699916284
473,lospalos,-8.5186,127.0025,26.63,65,8,0.4,TL,1699916564
474,khanty-mansiysk,61.0042,69.0019,-5.94,93,75,4.02,RU,1699916565
475,muisne,0.6,-80.0333,25.59,85,71,3.58,EC,1699916566
476,sisimiut,66.9395,-53.6735,-8.05,79,100,4.05,GL,1699916100
477,trincomalee,8.5711,81.2335,26.05,85,100,2.81,LK,1699916568
478,saint-joseph,-21.3667,55.6167,22.48,83,77,2.26,RE,1699916182
479,iguatemi,-23.6803,-54.5611,25,75,85,2.05,BR,1699916570
480,manokwari,-0.8667,134.0833,27.97,73,99,1.48,ID,1699916570
481,fortuna,40.5982,-124.1573,16.63,86,0,5.14,US,1699916382
482,zanesville,39.9404,-82.0132,12.33,30,0,2.06,US,1699916572
483,lompoc,34.6391,-120.4579,23.21,61,0,6.69,US,1699916035
484,puerto lempira,15.2667,-83.7667,25.08,88,100,0,HN,1699916312
485,sao gabriel da cachoeira,-0.1303,-67.0892,26.27,83,90,1.29,BR,1699916300
486,xinxiang,35.3089,113.8672,3.53,62,0,1.98,CN,1699916575
487,el porvenir,13.7617,-87.3458,27.63,89,99,1.95,HN,1699916576
488,remire-montjoly,4.9167,-52.2667,27.02,83,0,0.51,GF,1699916268
489,domna,51.8971,113.1573,-9.91,73,31,1,RU,1699916578
490,comodoro rivadavia,-45.8667,-67.5,15.92,20,40,14.4,AR,1699915940
491,ardakan,32.31,54.0175,17.03,28,100,1.52,IR,1699916580
492,revelstoke,50.9832,-118.2023,5.01,93,100,2.06,CA,1699916581
493,gurupa,-1.405,-51.64,32.87,38,97,3.05,BR,1699916582
494,ciudad constitucion,25.0369,-111.6644,30.4,28,82,3.9,MX,1699916583
495,bamboo flat,11.7,92.7167,28.05,78,100,3.09,IN,1699916584
496,tadjourah,12,42.5,23.84,60,54,3.36,DJ,1699916587
497,kharp,66.8014,65.8081,-16.99,100,91,0.87,RU,1699916588
498,tatarsk,55.219,75.9828,0.08,93,97,2.53,RU,1699916589
499,happy valley-goose bay,53.3168,-60.3315,-1.83,69,75,4.63,CA,1699916590
500,beledweyne,4.7358,45.2036,25.88,83,91,3.48,SO,1699916591
501,chernyshevskiy,63.0128,112.4714,-10.62,96,100,2.61,RU,1699916281
502,leh,34.1667,77.5833,-1.94,43,0,1.64,IN,1699916593
503,howard springs,-12.497,131.047,28.82,76,50,1.19,AU,1699916316
504,la gomera,14.0833,-91.05,27.49,87,14,2.5,GT,1699916595
505,camarinas,43.1311,-9.1817,18.99,97,100,11.73,ES,1699916596
506,bubaque,11.2833,-15.8333,28.38,69,18,4.61,GW,1699916597
507,toliara,-23.35,43.6667,21.17,82,7,5.11,MG,1699916598
508,fisterra,42.9049,-9.2629,18.9,97,100,12.73,ES,1699916599
509,el calafate,-50.3408,-72.2768,5.08,48,14,7.61,AR,1699916272
510,lawas,13.764,121.0566,24.99,92,100,2.43,PH,1699916601
511,qianzhou,28.3167,109.7167,6.58,79,61,0.35,CN,1699916602
512,kalabo,-14.97,22.6814,24.18,52,47,3.3,ZM,1699916603
513,tsiombe,-25.3,45.4833,21.58,80,93,1.58,MG,1699916073
514,adilcevaz,38.8039,42.7342,11.16,64,100,1.68,TR,1699916605
515,torres,-29.3353,-49.7269,22.15,97,100,1.23,BR,1699916606
516,taulaga,-11.0553,-171.0883,29.1,74,94,5.66,AS,1699916607
517,lago da pedra,-4.3333,-45.1667,31.31,45,47,3.9,BR,1699916582
518,skelleftea,64.7507,20.9528,-8.8,100,75,4.63,SE,1699916414
519,swan hill,-35.3378,143.5544,13.92,60,100,4.6,AU,1699916610
520,ponta delgada,37.7333,-25.6667,19.4,94,40,2.57,PT,1699916574
521,brumado,-14.2036,-41.6653,28.45,28,0,2.71,BR,1699916601
522,port moresby,-9.4431,147.1797,25.68,73,0,2.57,PG,1699916613
523,prado,-17.3411,-39.2208,24.88,82,30,6.82,BR,1699916291
524,antsiranana,-12.2787,49.2917,24.44,83,84,3.58,MG,1699916615
525,daru,-9.0763,143.2092,27.67,65,48,3.54,PG,1699916616
526,christchurch,-43.5333,172.6333,25.11,36,26,5.66,NZ,1699916443
527,fallon,39.4735,-118.7774,18.93,18,75,6.69,US,1699916618
528,poronaysk,49.2167,143.1167,-7.14,85,46,3.05,RU,1699916619
529,lhuentse,27.6679,91.1839,12.03,83,28,1.82,BT,1699916620
530,westport,41.1415,-73.3579,7.12,71,100,2.06,US,1699916613
531,verdal,63.7933,11.4817,-2.98,75,99,2.37,NO,1699916622
532,tocopilla,-22.092,-70.1979,20.26,66,15,6.35,CL,1699916623
533,murzuq,25.9155,13.9184,19.75,45,0,4.51,LY,1699916600
534,vilyuysk,63.7553,121.6247,-15.73,97,100,2.27,RU,1699916282
535,mariehamn,60.0973,19.9348,2.68,93,100,1.54,AX,1699916626
536,salina,38.8403,-97.6114,19.61,36,0,4.63,US,1699916533
537,kranuan,16.7067,103.0788,23.42,74,65,3.71,TH,1699916628
538,marsh harbour,26.5412,-77.0636,25.58,78,73,4.02,BS,1699916310
539,tarauaca,-8.1614,-70.7656,24.69,90,85,0.97,BR,1699916340
540,east ballina,-28.8667,153.5833,23.78,67,40,1.54,AU,1699916633
541,micheweni,-4.9667,39.8333,26.19,86,4,1.14,TZ,1699916634
542,byerazino,53.8391,28.9879,3.88,77,100,4.81,BY,1699916635
543,levuka,50.1834,-105.4011,7.84,62,100,4.57,CA,1699916636
544,aral,40.5156,81.2636,4.74,38,0,3.1,CN,1699916228
545,revda,56.801,59.9303,2.26,97,100,4.83,RU,1699916371
546,moyynkum,44.2914,72.9469,3.15,67,0,6.96,KZ,1699916640
547,san luis acatlan,16.8167,-98.7333,28.09,85,37,1.57,MX,1699916643
548,severobaykal'sk,55.65,109.3167,-6.39,84,80,1.61,RU,1699916384
549,ryotsu-minato,38.0833,138.4333,10.28,67,100,7.13,JP,1699916646
550,ivdel',60.6911,60.4206,1.77,81,100,1.79,RU,1699916647
551,warrenton,-28.114,24.8475,19.03,19,0,7.41,ZA,1699916648
